feature,mean_abs_shap,rank_shap,cpf_importance_mean,rank_cpf,class_id,class_name,shap_top_k,cpf_top_k,strict_intersection,shap_normalized,cpf_normalized,consensus_score
http_status_code,1.1472951607868219e-05,20,0.00035579579485611745,10,6,password,False,True,False,2.1858488544400127e-06,0.0011544523996849182,0.0005783191242696792
proto,0.3646316195518858,7,0.02065576623758101,6,7,ransomware,True,True,True,0.06901247287399653,0.05997411355637278,0.06449329321518465
service,0.17181500959360899,9,0.0,13,7,ransomware,True,False,False,0.032518788972543095,0.0,0.016259394486271547
duration,5.283561135646202,1,0.13203582889326043,3,7,ransomware,True,True,True,1.0,0.383366644668301,0.6916833223341505
src_bytes,0.04366919849448629,11,0.0003271355381018637,11,7,ransomware,False,False,False,0.008265107069522982,0.000949839559800515,0.004607473314661749
dst_bytes,0.000985314333560397,15,0.0,14,7,ransomware,False,False,False,0.00018648678576137814,0.0,9.324339288068907e-05
conn_state,3.8170614136382355,2,0.3444113637155401,1,7,ransomware,True,True,True,0.7224410422519684,1.0,0.8612205211259842
missed_bytes,0.0,18,0.0,15,7,ransomware,False,False,False,0.0,0.0,0.0
src_pkts,1.9090176864783694,4,0.10616394782654186,4,7,ransomware,True,True,True,0.3613126899580937,0.3082475173909358,0.3347801036745147
src_ip_bytes,3.3110213977218175,3,0.21755621469370148,2,7,ransomware,True,True,True,0.6266647272014324,0.6316754834877859,0.6291701053446092
dst_pkts,0.5117149282894696,6,0.016039376772276116,7,7,ransomware,True,True,True,0.09685038464627982,0.04657040522485062,0.07171039493556522
dst_ip_bytes,1.310665325649057,5,0.09988447678665754,5,7,ransomware,True,True,True,0.24806476011160172,0.29001504395527206,0.26903990203343686
dns_query,7.272931615331887e-05,16,0.0005596736822638615,10,7,ransomware,False,True,False,1.37652076480466e-05,0.0016250151453368223,0.0008193901764924344
dns_qclass,0.005732227610368183,14,0.0,16,7,ransomware,False,False,False,0.0010849174379179598,0.0,0.0005424587189589799
dns_qtype,7.77204271065951e-06,17,-2.558415338482778e-05,22,7,ransomware,False,False,False,1.4709856687801829e-06,0.0,7.354928343900914e-07
dns_rcode,0.0,19,3.5801327692430718e-06,12,7,ransomware,False,False,False,0.0,1.039493218406119e-05,5.197466092030595e-06
dns_AA,0.18450183148244828,8,0.0008738174114959252,8,7,ransomware,True,True,True,0.03491997664940105,0.002537132927523372,0.018728554788462214
dns_RD,0.08430560265056185,10,0.0007850861248458907,9,7,ransomware,True,True,True,0.015956208414393776,0.0022795012231196805,0.009117854818756727
dns_RA,0.00912632210168633,12,0.0,17,7,ransomware,False,False,False,0.0017273051011209967,0.0,0.0008636525505604984
dns_rejected,0.007842898881283977,13,-2.2027281996361837e-05,21,7,ransomware,False,False,False,0.0014843963531283636,0.0,0.0007421981765641818
http_request_body_len,0.0,20,0.0,18,7,ransomware,False,False,False,0.0,0.0,0.0
http_response_body_len,0.0,21,0.0,19,7,ransomware,False,False,False,0.0,0.0,0.0
http_status_code,0.0,22,0.0,20,7,ransomware,False,False,False,0.0,0.0,0.0
proto,0.1562776195112677,9,0.09072423972275465,2,8,scanning,True,True,True,0.010384149022012268,0.11553394049872436,0.06295904476036832
service,0.016105552399284614,12,-3.598737011047959e-05,18,8,scanning,False,False,False,0.001070162552507657,0.0,0.0005350812762538285
duration,1.5410462612106128,2,0.0036553176538090203,5,8,scanning,True,True,True,0.10239760546821013,0.004654910899332532,0.05352625818377133
src_bytes,0.3122836483002068,7,0.0010274732529515606,9,8,scanning,True,True,True,0.020750251707367526,0.0013084489220664482,0.011029350314716987
dst_bytes,0.32352102218921347,6,0.001624860334373035,7,8,scanning,True,True,True,0.021496939335733285,0.002069199122129515,0.0117830692289314
conn_state,0.8769140559014977,3,0.08031924152634548,3,8,scanning,True,True,True,0.05826814014991955,0.10228356280267667,0.08027585147629811
missed_bytes,0.010964257452380787,14,0.0001412046810266965,13,8,scanning,False,False,False,0.0007285399128633495,0.00017981890248663045,0.00045417940767499
src_pkts,0.21572159477374303,8,0.00034891649156514325,11,8,scanning,True,False,False,0.014334011449638053,0.00044433215752151734,0.007389171803579785
src_ip_bytes,15.04963181672289,1,0.7852604986130146,1,8,scanning,True,True,True,1.0,1.0,1.0
dst_pkts,0.09882759644544717,10,0.0030757301743384426,6,8,scanning,True,True,True,0.006566778353715714,0.0039168278294540795,0.005241803091584897
dst_ip_bytes,0.34181224588438086,5,0.0012571619252721654,8,8,scanning,True,True,True,0.02271233276980006,0.00160094889210989,0.012156640830954975
dns_query,0.4165069260379878,4,0.006745232976095172,4,8,scanning,True,True,True,0.02767555586145121,0.0085898029864091,0.018132679423930154
